chr1	3773043	3969651	DFFB	+
chr1	3810484	4007092	LINC01134	+
chr1	3896114	4092722	LINC02780	+
chr1	4625267	4821875	AJAP1	+
chr1	5947755	6144363	KCNAB2	+
chr1	6115082	6311690	RNF207	+
chr1	6138763	6335371	LINC00337	+
chr1	6295668	6492276	AL031848.2	+
chr1	6344767	6541375	ESPN	+
chr1	6469226	6665834	TAS1R1	+
chr1	6486332	6682940	ZBTB48	+
chr1	6520576	6717184	PHF13	+
chr1	6531921	6728529	THAP3	+
chr1	6670691	6867299	AL591163.1	+
chr1	7179275	7375883	CAMTA1	+
chr1	7678059	7874667	VAMP3	+
chr1	7678274	7874882	Z98884.2	+
chr1	7716444	7913052	PER3	+
chr1	7871593	8068201	PARK7	+
chr1	7899918	8096526	AL034417.4	+
chr1	7976415	8173023	AL034417.2	+
chr1	8232692	8429300	SLC45A1	+
chr1	8331524	8528132	RERE-AS1	+
chr1	8781060	8977668	ENO1-AS1	+
chr1	8862175	9058783	CA6	+
chr1	9090839	9287447	LNCTAM34A	+
chr1	9154751	9351359	H6PD	+
chr1	9232908	9429516	SPSB1	+
chr1	9464014	9660622	SLC25A33	+
chr1	9503589	9700197	TMEM201	+
chr1	9592118	9788726	PIK3CD	+
chr1	9806019	10002627	AL357140.4	+
chr1	9848144	10044752	AL357140.2	+
chr1	9866160	10062768	NMNAT1	+
chr1	9908309	10104917	RBP7	+
chr1	10008731	10205339	UBE4B	+
chr1	10197899	10394507	KIF1B	+
chr1	10298119	10494727	AL139424.2	+
chr1	10311247	10507855	PGD	+
chr1	10338316	10534924	CENPS	+
chr1	10352506	10549114	CORT	+
chr1	10360642	10557250	AL354956.1	+
chr1	10453218	10649826	PEX14	+
chr1	10548482	10745090	AL139423.1	+
chr1	10921077	11117685	TARDBP	+
chr1	10931789	11128397	AL109811.2	+
chr1	10972479	11169087	AL109811.1	+
chr1	11002583	11199191	EXOSC10-AS1	+
chr1	11048413	11245021	MTOR-AS1	+
chr1	11094363	11290971	ANGPTL7	+
chr1	11186323	11382931	UBIAD1	+
chr1	11410048	11606656	DISP3	+
chr1	11535182	11731790	AL031731.1	+
chr1	11560546	11757154	FBXO44	+
chr1	11570972	11767580	FBXO6	+
chr1	11610479	11807087	DRAXIN	+
chr1	11647138	11843746	AGTRAP	+
chr1	11677381	11873989	C1orf167	+
chr1	11728783	11925391	CLCN6	+
chr1	11812814	12009422	AL021155.5	+
chr1	11856567	12053175	PLOD1	+
chr1	11898543	12095151	MFN2	+
chr1	11927451	12124059	MIIP	+
chr1	12005450	12202058	TNFRSF8	+
chr1	12089805	12286413	TNFRSF1B	+
chr1	12272734	12469342	VPS13D	+
chr1	13664334	13860942	PRDM2	+
chr1	14407113	14603721	KAZN	+
chr1	15088200	15284808	TMEM51	+
chr1	15225473	15422081	FHAD1	+
chr1	15321809	15518417	EFHD2	+
chr1	15345537	15542145	CTRC	+
chr1	15380347	15576955	CELA2B	+
chr1	15461291	15657899	DNAJC16	+
chr1	15544946	15741554	DDI2	+
chr1	15611240	15807848	PLEKHM2	+
chr1	15640520	15837128	SLC25A34	+
chr1	15673296	15869904	FBLIM1	+
chr1	15795777	15992385	SPEN	+
chr1	16277055	16473663	SZRD1	+
chr1	16352095	16548703	NECAP2	+
chr1	16366410	16563018	LINC01772	+
chr1	16416895	16613503	AL137802.2	+
chr1	16758314	16954922	CROCC	+
chr1	16893704	17090312	AL049569.1	+
chr1	17237795	17434403	PADI4	+
chr1	17288643	17485251	PADI6	+
chr1	17520481	17717089	ARHGEF10L	+
chr1	18144836	18341444	IGSF21	+
chr1	18591551	18788159	PAX7	+
chr1	19127298	19323906	EMC1-AS1	+
chr1	19157662	19354270	MRTO4	+
chr1	19222508	19419116	SLC66A1	+
chr1	19458807	19655415	MICOS10	+
chr1	19529413	19726021	NBL1	+
chr1	19574616	19771224	HTR6	+
chr1	19799365	19995973	OTUD3	+
chr1	19961740	20158348	PLA2G5	+
chr1	20092768	20289376	UBXN10	+
chr1	20224602	20421210	VWA5B1	+
chr1	20505690	20702298	CDA	+
chr1	20544180	20740788	PINK1	+
chr1	21079304	21275912	AL031005.2	+
chr1	21168362	21364970	AL031005.1	+
chr1	21198277	21394885	AL031728.1	+
chr1	21364262	21560870	NBPF3	+
chr1	21445599	21642207	ALPL	+
chr1	21720440	21917048	LDLRAD2	+
chr1	21929586	22126194	LINC00339	+
chr1	21965131	22161739	CDC42	+
chr1	21963393	22160001	CDC42-IT1	+
chr1	22051821	22248429	AL445253.1	+
chr1	22381693	22578301	ZBTB40	+
chr1	22539848	22736456	C1QA	+
chr1	22547567	22744175	C1QC	+
chr1	22558895	22755503	C1QB	+
chr1	22717865	22914473	EPHB2	+
chr1	22953261	23149869	KDM1A	+
chr1	23202027	23398635	AL109936.6	+
chr1	23272113	23468721	ZNF436-AS1	+
chr1	23512727	23709335	MDS2	+
chr1	23595984	23792592	RPL11	+
chr1	23654302	23850910	ELOA	+
chr1	23685020	23881628	PITHD1	+
chr1	23695037	23891645	LYPLA2	+
chr1	23809193	24005801	AL590609.3	+
chr1	23861846	24058454	PNRC2	+
chr1	24243597	24440205	GRHL3	+
chr1	24346084	24542692	NIPAL3	+
chr1	24423391	24619999	RCAN3	+
chr1	24484403	24681011	NCMAP	+
chr1	24554194	24750802	SRRM1	+
chr1	24696547	24893155	CLIC4	+
chr1	25110483	25307091	AL031432.1	+
chr1	25135376	25331984	AL031432.4	+
chr1	25141569	25338177	AL031432.5	+
chr1	25149774	25346382	AL031432.3	+
chr1	25203114	25399722	RHD	+
chr1	25252034	25448642	TMEM50A	+
chr1	25367229	25563837	MACO1	+
chr1	25457928	25654536	LDLRAP1	+
chr1	25487612	25684220	AL606491.1	+
chr1	25603533	25800141	MAN1C1	+
chr1	25710894	25907502	SELENON	+
chr1	25727486	25924094	MTFR1L	+
chr1	25763212	25959820	AL033528.2	+
chr1	25929869	26126477	EXTL1	+
chr1	26020055	26216663	PDIK1L	+
chr1	26063216	26259824	FAM110D	+
chr1	26072086	26268694	ZNF593	+
chr1	26085379	26281987	CNKSR1	+
chr1	26158199	26354807	CEP85	+
chr1	26182499	26379107	SH3BGRL3	+
chr1	26220936	26417544	CD52	+
chr1	26321968	26518576	LIN28A	+
chr1	26353489	26550097	DHDDS	+
chr1	26376236	26572844	HMGN2	+
chr1	26454091	26650699	RPS6KA1	+
chr1	26639365	26835973	ARID1A	+
chr1	26694630	26891238	PIGV	+
chr1	26743841	26940449	ZDHHC18	+
chr1	26765498	26962106	SFN	+
chr1	26825250	27021858	NUDC	+
chr1	26898984	27095592	TRNP1	+
chr1	27173329	27369937	WDTC1	+
chr1	27230968	27427576	TMEM222	+
chr1	27249674	27446282	SYTL1	+
chr1	27295913	27492521	GPR3	+
chr1	27360085	27556693	FO393419.2	+
chr1	27429878	27626486	BX293535.1	+
chr1	27587961	27784569	AL445490.1	+
chr1	27646246	27842854	FAM76A	+
chr1	27700526	27897134	STX12	+
chr1	27675645	27872253	AL020997.2	+
chr1	27721857	27918465	AL020997.3	+
chr1	27742924	27939532	PPP1R8	+
chr1	27781309	27977917	THEMIS2	+
chr1	27848774	28045382	SMPDL3B	+
chr1	27865474	28062082	XKR8	+
chr1	28143203	28339811	ATP5IF1	+
chr1	28149051	28345659	AL353622.2	+
chr1	28172700	28369308	SESN2	+
chr1	28234179	28430787	MED18	+
chr1	28336668	28533276	PHACTR4	+
chr1	28424317	28620925	RCC1	+
chr1	28410131	28606739	SNHG3	+
chr1	28467510	28664118	TRNAU1AP	+
chr1	28495517	28692125	RAB42	+
chr1	28547600	28744208	LINC01715	+
chr1	28550360	28746968	AL360012.1	+
chr1	28595738	28792346	GMEB1	+
chr1	28654893	28851501	YTHDF2	+
chr1	28743400	28940008	OPRD1	+
chr1	28905264	29101872	EPB41	+
chr1	29183360	29379968	PTPRU	+
chr1	30624361	30820969	MATN1-AS1	+
chr1	30634255	30830863	AL137857.1	+
chr1	31232663	31429271	ZCCHC17	+
chr1	31323818	31520426	SERINC2	+
chr1	31446461	31643069	LINC01226	+
chr1	31483781	31680389	TINAGL1	+
chr1	31526797	31723405	HCRTR1	+
chr1	31553801	31750409	AC114488.2	+
chr1	31548728	31745336	AC114488.3	+
chr1	31835193	32031801	AL136115.1	+
chr1	31939054	32135662	KHDRBS1	+
chr1	31989144	32185752	TMEM39B	+
chr1	32044005	32240613	KPNA6	+
chr1	32075346	32271954	AL049795.2	+
chr1	32090675	32287283	TXLNA	+
chr1	32104582	32301190	CCDC28B	+
chr1	32108869	32305477	IQCC	+
chr1	32114340	32310948	DCDC2B	+
chr1	32128461	32325069	EIF3I	+
chr1	32149734	32346342	FAM167B	+
chr1	32170397	32367005	LCK	+
chr1	32214554	32411162	HDAC1	+
chr1	32259612	32456220	TSSK3	+
chr1	32382574	32579182	ZBTB8B	+
chr1	32474379	32670987	ZBTB8A	+
chr1	32570372	32766980	RBBP4	+
chr1	32660095	32856703	KIAA1522	+
chr1	32739516	32936124	S100PBP	+
chr1	32840241	33036849	AL031602.2	+
chr1	32911467	33108075	AL020995.1	+
chr1	33003993	33200601	AZIN2	+
chr1	33099266	33295874	AL662907.3	+
chr1	33180301	33376909	ZNF362	+
chr1	33163141	33359749	AL513327.3	+
chr1	33229992	33426600	AL513327.1	+
chr1	33258494	33455102	AL513327.2	+
chr1	33386271	33582879	ZSCAN20	+
chr1	34696068	34892676	GJA4	+
chr1	34975711	35172319	ZMYM1	+
chr1	35247079	35443687	ZMYM4	+
chr1	35464069	35660677	NCDN	+
chr1	35486016	35682624	TFAP2E	+
chr1	35643178	35839786	AL354864.1	+
chr1	35734648	35931256	AGO4	+
chr1	35801865	35998473	AGO1	+
chr1	35903304	36099912	AGO3	+
chr1	35987880	36184488	TEKT2	+
chr1	35993107	36189715	ADPRHL2	+
chr1	36069909	36266517	MAP7D1	+
chr1	36166590	36363198	THRAP3	+
chr1	36219549	36416157	SH3D21	+
chr1	36234213	36430821	AL591845.1	+
chr1	37381174	37577782	ZC3H12A	+
chr1	37463583	37660191	DNALI1	+
chr1	37503426	37700034	AL513220.1	+
chr1	37602795	37799403	CDCA8	+
chr1	37699165	37895773	MANEAL	+
chr1	37709912	37906520	C1orf122	+
chr1	37762834	37959442	AL929472.2	+
chr1	37918734	38115342	UTP11	+
chr1	38397368	38593976	LINC01685	+
chr1	38814170	39010778	AL139260.1	+
chr1	38900363	39096971	AKIRIN1	+
chr1	38932172	39128780	NDUFS5	+
chr1	39185942	39382550	MACF1	+
chr1	39108430	39305038	AL356055.1	+
chr1	39412448	39609056	BMP8A	+
chr1	39471151	39667759	PABPC4-AS1	+
chr1	39629743	39826351	PPIE	+
chr1	39691269	39887877	AL033527.3	+
chr1	39706131	39902739	AL033527.4	+
chr1	39864235	40060843	MFSD2A	+
chr1	39958136	40154744	CAP1	+
chr1	40102849	40299457	RLF	+
chr1	40150511	40347119	TMCO2	+
chr1	40177903	40374511	ZMPSTE24	+
chr1	40285783	40482391	SMAP2	+
chr1	40358605	40555213	ZFP69B	+
chr1	40367238	40563846	AL031985.3	+
chr1	40388512	40585120	ZFP69	+
chr1	40414344	40610952	EXO5	+
chr1	40441565	40638173	ZNF684	+
chr1	40565359	40761967	AL031289.2	+
chr1	40633321	40829929	NFYC	+
chr1	40713815	40910423	KCNQ4	+
chr1	40771987	40968595	AC119677.1	+
chr1	40897822	41094430	CTPS1	+
chr1	40930935	41127543	SLFNL1-AS1	+
chr1	41191903	41388511	AC093151.8	+
chr1	41165312	41361920	AC093151.3	+
chr1	41274451	41471059	FOXO6	+
chr1	42304207	42500815	RIMKLA	+
chr1	42366446	42563054	PPCS	+
chr1	42461901	42658509	CCDC30	+
chr1	42569286	42765894	PPIH	+
chr1	42581892	42778500	AC098484.2	+
chr1	42594807	42791415	YBX1	+
chr1	42675065	42871673	C1orf50	+
chr1	42702508	42899116	TMEM269	+
chr1	42732752	42929360	ERMAP	+
chr1	42751220	42947828	ZNF691	+
chr1	42879627	43076235	SLC2A1-AS1	+
chr1	43114949	43311557	CFAP57	+
chr1	43173688	43370296	TMEM125	+
chr1	43213740	43410348	TIE1	+
chr1	43247006	43443614	MPL	+
chr1	43262787	43459395	CDC20	+
chr1	43288829	43485437	AL139289.1	+
chr1	43323760	43520368	SZT2	+
chr1	43357156	43553764	HYI-AS1	+
chr1	43476122	43672730	PTPRF	+
chr1	43579529	43776137	KDM4A	+
chr1	43720190	43916798	ST3GAL3	+
chr1	43836975	44033583	ARTN	+
chr1	43859181	44055789	IPO13	+
chr1	43873380	44069988	DPH2	+
chr1	43878086	44074694	ATP6V0B	+
chr1	43886752	44083360	B4GALT2	+
chr1	43895639	44092247	CCDC24	+
chr1	43974870	44171478	AL139220.2	+
chr1	44118763	44315371	DMAP1	+
chr1	44430154	44626762	RNF220	+
chr1	44601837	44798445	ARMH1	+
chr1	44655488	44852096	KIF2C	+
chr1	44678710	44875318	RPS8	+
chr1	44704879	44901487	PLK3	+
chr1	44713729	44910337	BTBD19	+
chr1	44914958	45111566	UROD	+
chr1	45206460	45403068	LINC01144	+
chr1	45229482	45426090	HPDL	+
chr1	45243708	45440316	TOE1	+
chr1	45408536	45605144	MMACHC	+
chr1	45461991	45658599	AKR1A1	+
chr1	45503070	45699678	NASP	+
chr1	45593004	45789612	TMEM69	+
chr1	45813250	46009858	MAST2	+
chr1	45949288	46145896	AL358075.1	+
chr1	46038501	46235109	AL358075.2	+
chr1	46082213	46278821	TSPAN1	+
chr1	46113990	46310598	LURAP1	+
chr1	46164166	46360774	RAD54L	+
chr1	46211932	46408540	UQCRH	+
chr1	46254360	46450968	NSUN4	+
chr1	46305778	46502386	FAAH	+
chr1	46456128	46652736	MKNK1-AS1	+
chr1	46572920	46769528	TEX38	+
chr1	46584762	46781370	EFCAB14-AS1	+
chr1	46994470	47191078	CYP4Z1	+
chr1	47081490	47278098	LINC00853	+
chr1	47129969	47326577	AL135960.1	+
chr1	47258013	47454621	CMPK1	+
chr1	47340049	47536657	FOXD2	+
chr1	48091610	48288218	AL109659.1	+
chr1	48137360	48333968	SLC5A9	+
chr1	49008285	49204893	AC099788.1	+
chr1	50015603	50212211	ELAVL4	+
chr1	50157477	50354085	AL592182.3	+
chr1	50368005	50564613	AL049637.1	+
chr1	50869385	51065993	CDKN2C	+
chr1	51156555	51353163	RNF11	+
chr1	51234184	51430792	TTC39A-AS1	+
chr1	51364264	51560872	AC104170.2	+
chr1	51441664	51638272	AC104170.1	+
chr1	51589498	51786106	OSBPL9	+
chr1	51698239	51894847	AL050343.2	+
chr1	51702863	51899471	AL050343.3	+
chr1	51940530	52137138	AL445685.1	+
chr1	51975153	52171761	BTF3L4	+
chr1	52146085	52342693	ZFYVE9	+
chr1	52255377	52451985	AL513218.1	+
chr1	52268349	52464957	AL513218.2	+
chr1	52314414	52511022	PRPF38A	+
chr1	52507406	52704014	GPX7	+
chr1	52553121	52749729	SHISAL2A	+
chr1	52678590	52875198	ZYG11B	+
chr1	52770450	52967058	ZYG11A	+
chr1	52891182	53087790	SCP2	+
chr1	52975472	53172080	PODN	+
chr1	53107190	53303798	CPT2	+
chr1	53124153	53320761	AL606760.3	+
chr1	53144211	53340819	AL606760.1	+
chr1	53234066	53430674	LINC01771	+
chr1	53256447	53453055	AC119428.2	+
chr1	53802858	53999466	DIO1	+
chr1	53858822	54055430	LRRC42	+
chr1	53984747	54181355	TCEANC2	+
chr1	54106448	54303056	MRPL37	+
chr1	54139447	54336055	SSBP3-AS1	+
chr1	54188083	54384691	AL161644.1	+
chr1	54417595	54614203	AC099796.2	+
chr1	54492420	54689028	ACOT11	+
chr1	54577705	54774313	MROH7	+
chr1	54630954	54827562	TTC4	+
chr1	54725853	54922461	LEXM	+
chr1	54780863	54977471	AC096536.3	+
chr1	54953895	55150503	PCSK9	+
chr1	55172863	55369471	MIR4422HG	+
chr1	55601596	55798204	AL603840.1	+
chr1	56582020	56778628	PRKAA2	+
chr1	57772414	57969022	DAB1-AS1	+
chr1	58456728	58653336	AL035411.3	+
chr1	58645147	58841755	AL136985.3	+
chr1	58744814	58941422	LINC01135	+
chr1	58988794	59185402	LINC01358	+
chr1	59455338	59651946	FGGY	+
chr1	59747273	59943881	HOOK1	+
chr1	61065719	61262327	NFIA	+
chr1	61862236	62058844	PATJ	+
chr1	62105284	62301892	L1TD1	+
chr1	62345746	62542354	USP1	+
chr1	62503612	62700220	ANGPTL3	+
chr1	62601283	62797891	AC103923.1	+
chr1	62726519	62923127	ATG4C	+
chr1	63225543	63422151	FOXD3	+
chr1	63304759	63501367	ALG6	+
chr1	63399776	63596384	BX004807.1	+
chr1	63449728	63646336	EFCAB7	+
chr1	63450554	63647162	DLEU2L	+
chr1	63528523	63725131	PGM1	+
chr1	63879453	64076061	ROR1	+
chr1	64137193	64333801	UBE2U	+
chr1	64483289	64679897	CACHD1	+
chr1	64690859	64887467	RAVER2	+
chr1	65091542	65288150	AK4	+
chr1	65233740	65430348	DNAJC6	+
chr1	65329992	65526600	LEPROT	+
chr1	65432801	65629409	LEPR	+
chr1	65391992	65588600	AC119800.1	+
chr1	65611100	65807708	AL513493.1	+
chr1	65985242	66181850	PDE4B	+
chr1	66543956	66740564	SGIP1	+
chr1	66667448	66864056	TCTEX1D1	+
chr1	66858452	67055060	MIER1	+
chr1	67101138	67297746	IL23R	+
chr1	67253922	67450530	IL12RB2	+
chr1	67588463	67785071	GADD45A	+
chr1	67919340	68115948	GNG12-AS1	+
chr1	68383029	68579637	AL138789.1	+
chr1	68419347	68615955	DEPDC1-AS1	+
chr1	68713022	68909630	AL033530.1	+
chr1	69044418	69241026	LINC01707	+
chr1	69761798	69958406	LRRC7	+
chr1	70131062	70327670	SRSF11	+
chr1	70271767	70468375	HHLA3	+
chr1	70327230	70523838	CTH	+
chr1	70959715	71156323	ZRANB2-AS1	+
chr1	71187345	71383953	ZRANB2-AS2	+
chr1	72420166	72616774	AL513166.1	+
chr1	74117844	74314452	FPGT	+
chr1	74291603	74488211	TNNI3K	+
chr1	74651610	74848218	TYW3	+
chr1	75657656	75854264	ACADM	+
chr1	75692337	75888945	RABGGTB	+
chr1	75756757	75953365	MSH4	+
chr1	75874600	76071208	AC092813.1	+
chr1	76256370	76452978	ST6GALNAC3	+
chr1	76869208	77065816	ST6GALNAC5	+
chr1	76978856	77175464	AL035409.1	+
chr1	77151425	77348033	AC093433.2	+
chr1	77322688	77519296	AK5	+
chr1	77731277	77927885	MIGA1	+
chr1	77817899	78014507	NEXN	+
chr1	77900265	78096873	DNAJB4	+
chr1	77960688	78157296	GIPC2	+
chr1	78323988	78520596	PTGFR	+
chr1	78534729	78731337	IFI44L	+
chr1	78558632	78755240	IFI44	+
chr1	80492968	80689576	LINC01781	+
chr1	81550993	81747601	ADGRL2	+
chr1	82936694	83133302	LINC01362	+
chr1	83364691	83561299	LINC01712	+
chr1	83697568	83894176	AL035706.1	+
chr1	84059975	84256583	PRKACB	+
chr1	84245857	84442465	SAMD13	+
chr1	84390501	84587109	RPF1	+
chr1	84437942	84634550	SPATA1	+
chr1	84480570	84677178	AL359762.1	+
chr1	84967838	85164446	WDR63	+
chr1	85263951	85460559	AL078459.1	+
chr1	85484051	85680659	CCN1	+
chr1	86386024	86582632	CLCA1	+
chr1	86628072	86824680	SH3GLB1	+
chr1	86914004	87110612	HS2ST1	+
chr1	87051177	87247785	LINC01140	+
chr1	87140400	87337008	LINC02801	+
chr1	87240597	87437205	LMO4	+
chr1	88661934	88858542	PKN2	+
chr1	89038259	89234867	AC104459.1	+
chr1	89104572	89301180	AC099063.4	+
chr1	89166863	89363471	AC099063.1	+
chr1	89276955	89473563	GBP6	+
chr1	89463045	89659653	LRRC8B	+
chr1	89554751	89751359	AC093423.2	+
chr1	89603183	89799791	LRRC8C	+
chr1	89691398	89888006	AC099568.1	+
chr1	89780508	89977116	LRRC8D	+
chr1	89841569	90038177	AL391497.1	+
chr1	89917017	90113625	ZNF326	+
chr1	91415003	91611611	CDC7	+
chr1	91883594	92080202	BRDT	+
chr1	91948457	92145065	EPHX4	+
chr1	92034210	92230818	BTBD8	+
chr1	92091667	92288275	AC104836.1	+
chr1	92133559	92330167	C1orf146	+
chr1	92252253	92448861	RPAP2	+
chr1	92738664	92935272	RPL5	+
chr1	92884511	93081119	AC093577.1	+
chr1	93010852	93207460	MTF2	+
chr1	93131020	93327628	CCDC18	+
chr1	93259395	93456003	DR1	+
chr1	93403091	93599699	FNBP1L	+
chr1	93500581	93697189	AL109613.1	+
chr1	93749752	93946360	AL049796.1	+
chr1	94231123	94427731	ARHGAP29-AS1	+
chr1	94370223	94566831	ABCD3	+
chr1	94759489	94956097	SLC44A3	+
chr1	94847184	95043792	AC105942.1	+
chr1	94966266	95162874	AC095033.1	+
chr1	95059176	95255784	TLCD4	+
chr1	95031046	95227654	AC092802.3	+
chr1	95142413	95339021	RWDD3	+
chr1	95186663	95383271	AC092802.4	+
chr1	95547896	95744504	LINC02607	+
chr1	96674397	96871005	PTBP2	+
chr1	97111134	97307742	DPYD-AS1	+
chr1	97699189	97895797	DPYD-AS2	+
chr1	98612796	98809404	SNX7	+
chr1	99026230	99222838	AL445433.2	+
chr1	99572022	99768630	PALMD	+
chr1	99788887	99985495	AGL	+
chr1	99904188	100100796	SLC35A3	+
chr1	99962431	100159039	MFSD14A	+
chr1	100043519	100240127	TRMT13	+
chr1	100138646	100335254	AL445928.2	+
chr1	100181183	100377791	RTCA	+
chr1	100334334	100530942	CDC14A	+
chr1	100631089	100827697	VCAM1	+
chr1	100796837	100993445	AC104506.1	+
chr1	100840612	101037220	SLC30A7	+
chr1	100897562	101094170	AC093157.2	+
chr1	100959874	101156482	AC093157.1	+
chr1	101141984	101338592	S1PR1	+
chr1	101258515	101455123	LINC01307	+
chr1	101615236	101811844	LINC01709	+
chr1	103442160	103638768	RNPC3	+
chr1	103468370	103664978	AMY2B	+
chr1	105942324	106138932	AL355306.2	+
chr1	106963850	107160458	PRMT6	+
chr1	107213428	107410036	NTNG1	+
chr1	107881220	108077828	VAV3-AS1	+
chr1	107959837	108156445	LINC02785	+
chr1	108102404	108299012	AL359258.2	+
chr1	108504190	108700798	FAM102B	+
chr1	108565585	108762193	AL160171.1	+
chr1	108599314	108795922	PRPF38B	+
chr1	108629524	108826132	FNDC7	+
chr1	108679794	108876402	STXBP3	+
chr1	108806643	109003251	GPSM2	+
chr1	108995064	109191672	TMEM167B	+
chr1	109002101	109198709	AL356488.2	+
chr1	109061925	109258533	KIAA1324	+
chr1	109127745	109324353	SARS	+
chr1	109164340	109360948	CELSR2	+
chr1	109389837	109586445	ATXN7L2	+
chr1	109400187	109596795	CYB561D1	+
chr1	109445834	109642442	GPR61	+
chr1	109485165	109681773	GNAI3	+
chr1	109498698	109695306	AL355310.1	+
chr1	109525774	109722382	AMPD2	+
chr1	109567163	109763771	GSTM4	+
chr1	109590482	109787090	GSTM2	+
chr1	109600122	109796730	GSTM1	+
chr1	109645299	109841907	GSTM5	+
chr1	109751591	109948199	LINC01768	+
chr1	109822312	110018920	CSF1	+
chr1	109905949	110102557	AHCYL1	+
chr1	109954804	110151412	STRIP1	+
chr1	109962143	110158751	AL160006.1	+
chr1	110148917	110345525	KCNC4	+
chr1	110244289	110440897	RBM15	+
chr1	110297162	110493770	LAMTOR5-AS1	+
chr1	110273274	110469882	AL355488.1	+
chr1	110787250	110983858	CD53	+
chr1	110849853	111046461	AL360270.1	+
chr1	110865671	111062279	AL360270.3	+
chr1	111064061	111260669	CEPT1	+
chr1	111123801	111320409	CHI3L2	+
chr1	111251502	111448110	PIFO	+
chr1	111357514	111554122	ATP5PB	+
chr1	111377847	111574455	C1orf162	+
chr1	111531150	111727758	RAP1A	+
chr1	111645384	111841992	INKA2-AS1	+
chr1	111663318	111859926	DDX20	+
chr1	112331530	112528138	CTTNBP2NL	+
chr1	112400048	112596656	WNT2B	+
chr1	112547406	112744014	CAPZA1	+
chr1	112588639	112785247	MOV10	+
chr1	112618429	112815037	AL603832.2	+
chr1	112765541	112962149	LINC01357	+
chr1	112903430	113100038	SLC16A1-AS1	+
chr1	113004424	113201032	LRIG2	+
chr1	113439914	113636522	MAGI3	+
chr1	113742964	113939572	AL137856.1	+
chr1	113780631	113977239	AP4B1-AS1	+
chr1	113811345	114007953	DCLRE1B	+
chr1	113855292	114051900	HIPK1	+
chr1	113909177	114105785	OLFML3	+
chr1	114826812	115023420	SYCP1	+
chr1	115002860	115199468	LINC01765	+
chr1	115571792	115768400	VANGL1	+
chr1	115924979	116121587	SLC22A15	+
chr1	116025193	116221801	MAB21L3	+
chr1	116293160	116489768	ATP1A1	+
chr1	116399687	116596295	AL390066.2	+
chr1	116663525	116860133	CD2	+
chr1	116851830	117048438	PTGFRN	+
chr1	116920808	117117416	CD101	+
chr1	116985585	117182193	TTF2	+
chr1	117198454	117395062	LINC01525	+
chr1	117349856	117546464	MAN1A2	+
chr1	117518914	117715522	TENT5C	+
chr1	117849827	118046435	WDR3	+
chr1	118957790	119154398	WARS2-IT1	+
chr1	119109877	119306485	WARS2-AS1	+
chr1	119598014	119794622	PHGDH	+
chr1	121190538	121387146	SRGAP2C	+
chr1	121331826	121528434	LINC02798	+
chr1	145631075	145827683	CD160	+
chr1	145735940	145932548	POLR3C	+
chr1	145748987	145945595	NUDT17	+
chr1	145844580	146041188	LIX1L-AS1	+
chr1	145873464	146070072	POLR3GL	+
chr1	145958952	146155560	LINC01719	+
chr1	146869168	147065776	NBPF12	+
chr1	147135940	147332548	AC242426.2	+
chr1	147170905	147367513	CHD1L	+
chr1	147485554	147682162	BCL9	+
chr1	147862688	148059296	GPR89B	+
chr1	148073255	148269863	LINC02805	+
chr1	148221962	148418570	AC245100.1	+
chr1	149689290	149885898	FCGR1A	+
